转发微博,广东,m,520,888,7434,Wed Jul 16 09:58:50 +0800 2025,1岁工作22岁退休喜提69万退休金
牛逼,其他,m,48,37,397,Wed Jul 16 09:58:23 +0800 2025,1岁工作22岁退休喜提69万退休金
唉,江苏 南京,f,59,97,1487,Wed Jul 16 09:58:03 +0800 2025,1岁工作22岁退休喜提69万退休金
#山西蒲县疾控一职工1岁工作22岁退休# #山西蒲县疾控一职工1岁工作22岁退休# #山西蒲县疾控一职工1岁工作22岁退休#,天津,m,30,100,820,Wed Jul 16 09:57:51 +0800 2025,1岁工作22岁退休喜提69万退休金
这都行,其他,f,4,254,176,Wed Jul 16 09:57:16 +0800 2025,1岁工作22岁退休喜提69万退休金
不懂就问，需要这么多人嘛,河北,f,69,383,560,Wed Jul 16 09:57:01 +0800 2025,1岁工作22岁退休喜提69万退休金
这不是故事？,其他,m,55,429,1366,Wed Jul 16 09:56:58 +0800 2025,1岁工作22岁退休喜提69万退休金
别说全名，连姓都没有,其他,f,400,435,2027,Wed Jul 16 09:56:15 +0800 2025,1岁工作22岁退休喜提69万退休金
山西嘛，正常,陕西 西安,m,92,32,20,Wed Jul 16 09:56:08 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,18,34,66,Wed Jul 16 09:55:30 +0800 2025,1岁工作22岁退休喜提69万退休金
哈哈哈哈,湖南 衡阳,m,7,128,12,Wed Jul 16 09:55:18 +0800 2025,1岁工作22岁退休喜提69万退休金
…,上海,f,214,5130,8943,Wed Jul 16 09:55:13 +0800 2025,1岁工作22岁退休喜提69万退休金
等后续调查结果,其他,f,3,58,130,Wed Jul 16 10:11:27 +0800 2025,1岁工作22岁退休喜提69万退休金
其实没必要报道、弄的好像很奇怪一样,浙江,m,28,27,21,Wed Jul 16 10:10:33 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,40,6,20934,Wed Jul 16 10:01:54 +0800 2025,1岁工作22岁退休喜提69万退休金
追缴并追责,其他,f,8,1,1,Wed Jul 16 09:57:43 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,m,396,4666,21406,Wed Jul 16 09:56:55 +0800 2025,1岁工作22岁退休喜提69万退休金
真的假的,其他,m,755,289,349,Wed Jul 16 10:00:28 +0800 2025,1岁工作22岁退休喜提69万退休金
#山西蒲县疾控一职工1岁工作22岁退休# ？谁给办的能不能给我也办一个#现场直击#,浙江 温州,m,11,34,9,Wed Jul 16 09:58:29 +0800 2025,1岁工作22岁退休喜提69万退休金
叫什么名字？什么职位？怎么不公开？,海外 其他,f,68,225,5881,Wed Jul 16 09:57:08 +0800 2025,1岁工作22岁退休喜提69万退休金
惩罚呢？,湖南,f,343,678,1927,Wed Jul 16 10:12:56 +0800 2025,1岁工作22岁退休喜提69万退休金
严查！,四川 南充,f,69,131,104,Wed Jul 16 10:12:23 +0800 2025,1岁工作22岁退休喜提69万退休金
犯罪了吧,浙江 杭州,f,109,2250,12163,Wed Jul 16 10:12:18 +0800 2025,1岁工作22岁退休喜提69万退休金
应该不止篡改档案吧 某些便利应该孩子还没出生就已经安排进编占领岗位了吧,山东 济南,f,317,259,1295,Wed Jul 16 10:10:46 +0800 2025,1岁工作22岁退休喜提69万退休金
烂透了,其他,m,4347,2410,310,Wed Jul 16 10:10:43 +0800 2025,1岁工作22岁退休喜提69万退休金
驴得水？？？,安徽,m,28,54,30,Wed Jul 16 10:10:30 +0800 2025,1岁工作22岁退休喜提69万退休金
建议：限期自查，有违规主动退还，过期严办入狱。,北京 朝阳区,f,431,1428,13837,Wed Jul 16 10:09:48 +0800 2025,1岁工作22岁退休喜提69万退休金
前段时间说人美国300岁老人呢，看样子也是说人不如人呀。,海外 其他,m,450,436,3669,Wed Jul 16 10:08:39 +0800 2025,1岁工作22岁退休喜提69万退休金
媒体为什么不公布这是什么人,其他,m,47,52,26,Wed Jul 16 09:59:50 +0800 2025,1岁工作22岁退休喜提69万退休金
应该很多这种人吧,其他,f,98,49,1012,Wed Jul 16 09:59:44 +0800 2025,1岁工作22岁退休喜提69万退休金
唐僧肉，是个小鬼就想咬一口，关键还确实能咬上。,山东 潍坊,m,21,406,1095,Wed Jul 16 09:58:53 +0800 2025,1岁工作22岁退休喜提69万退休金
不用坐牢吗？和盗窃有什么区别？,其他,m,14,55,13,Wed Jul 16 09:58:40 +0800 2025,1岁工作22岁退休喜提69万退休金
这不是犯罪吗？涉嫌诈骗，69万，够判刑了。,江苏,m,7,204,102,Wed Jul 16 09:57:59 +0800 2025,1岁工作22岁退休喜提69万退休金
山西特色啊，泥马狗山西真是越来越离谱了,天津,m,16,56,247,Wed Jul 16 09:57:39 +0800 2025,1岁工作22岁退休喜提69万退休金
和美国三百岁老人领养老金有异曲同工之妙🙊,天津,m,149,275,330,Wed Jul 16 09:57:17 +0800 2025,1岁工作22岁退休喜提69万退休金
这人是谁？查不出来吗？,其他,m,12,69,6,Wed Jul 16 09:56:19 +0800 2025,1岁工作22岁退休喜提69万退休金
这他妈比特朗普还离谱,湖南,m,32,93,10,Wed Jul 16 09:56:13 +0800 2025,1岁工作22岁退休喜提69万退休金
纳税人的钱去哪里了,湖南 长沙,f,46,312,1328,Wed Jul 16 09:55:48 +0800 2025,1岁工作22岁退休喜提69万退休金
跟美国差不多嘛，200岁还在领退休金,广东 肇庆,m,787,363,13,Wed Jul 16 09:55:42 +0800 2025,1岁工作22岁退休喜提69万退休金
试问还有多少这样尸位素餐的人？,其他,m,39,84,6367,Fri Jun 27 06:59:27 +0800 2025,1岁工作22岁退休喜提69万退休金
人豺,广东 广州,m,509,139,9432,Fri Jun 27 04:52:41 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,700,1999,131846,Fri Jun 27 02:12:07 +0800 2025,1岁工作22岁退休喜提69万退休金
人才啊,其他,m,48,468,800,Thu Jun 26 23:36:22 +0800 2025,1岁工作22岁退休喜提69万退休金
太荒唐了,河北 秦皇岛,f,128,102,60,Fri Jun 27 20:56:28 +0800 2025,1岁工作22岁退休喜提69万退休金
太正常了 我听说过好多毕业就领退休金的,广东 广州,f,307,202,202,Wed Jul 16 09:56:00 +0800 2025,1岁工作22岁退休喜提69万退休金
县城婆罗门,山东,m,163,158,59,Wed Jul 16 09:57:39 +0800 2025,1岁工作22岁退休喜提69万退休金
有这种工作要学会分享啊我好为后代准备,江苏 苏州,f,10688,505,10190,Wed Jul 16 09:57:10 +0800 2025,1岁工作22岁退休喜提69万退休金
我才交了五年社保就觉得好累,其他,m,106,317,504,Wed Jul 16 09:57:50 +0800 2025,1岁工作22岁退休喜提69万退休金
2.83万人违规领取了5.19亿，还有400亿呢,其他,m,84,421,1675,Wed Jul 16 10:00:05 +0800 2025,1岁工作22岁退休喜提69万退休金
县城婆罗门很正常,河南 郑州,m,39,1539,251,Wed Jul 16 09:58:38 +0800 2025,1岁工作22岁退休喜提69万退休金
……不是说都不够发,河北 承德,f,52,300,157,Wed Jul 16 09:58:26 +0800 2025,1岁工作22岁退休喜提69万退休金
呵呵呵,安徽 合肥,m,170,180,27,Fri Jun 27 08:24:00 +0800 2025,1岁工作22岁退休喜提69万退休金
呵呵,其他,f,105,871,5681,Wed Jul 16 10:12:47 +0800 2025,1岁工作22岁退休喜提69万退休金
要他们还回来,浙江 绍兴,f,5,254,133,Wed Jul 16 10:11:59 +0800 2025,1岁工作22岁退休喜提69万退休金
一定要追回我们的钱。,北京 朝阳区,f,205,522,2629,Wed Jul 16 10:09:06 +0800 2025,1岁工作22岁退休喜提69万退休金
离谱,江苏 苏州,f,160,229,10289,Wed Jul 16 10:12:12 +0800 2025,1岁工作22岁退休喜提69万退休金
能每个地方都查吗？我相信每个不透明的小地方都有！,上海,f,3,167,387,Wed Jul 16 10:09:50 +0800 2025,1岁工作22岁退休喜提69万退休金
哦#山西蒲县疾控一职工1岁工作22岁退休#,湖北,f,291,2658,11890,Wed Jul 16 10:08:26 +0800 2025,1岁工作22岁退休喜提69万退休金
哎呀我去，天方夜谭这不就来了,河南 郑州,m,617,426,2513,Wed Jul 16 09:58:47 +0800 2025,1岁工作22岁退休喜提69万退休金
养老金就是这么没了的,海南,f,74,155,383,Wed Jul 16 09:59:36 +0800 2025,1岁工作22岁退休喜提69万退休金
山西啊，那很正常了，有本事接着查,其他,m,42,39,501,Wed Jul 16 10:09:31 +0800 2025,1岁工作22岁退休喜提69万退休金
这个影响xx吗,辽宁 锦州,m,38,138,67,Wed Jul 16 10:12:43 +0800 2025,1岁工作22岁退休喜提69万退休金
今天又上热点了-7/16,其他,m,45,245,16,Wed Jul 16 10:12:41 +0800 2025,1岁工作22岁退休喜提69万退休金
…,浙江 杭州,m,152,429,3036,Wed Jul 16 10:12:37 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,北京 海淀区,f,477,1936,5884,Wed Jul 16 10:11:55 +0800 2025,1岁工作22岁退休喜提69万退休金
真天龙人,其他,m,11,18,12,Wed Jul 16 10:11:54 +0800 2025,1岁工作22岁退休喜提69万退休金
太扯了吧,四川 南充,f,332,820,748,Wed Jul 16 10:11:48 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,上海 卢湾区,f,197,99,6121,Wed Jul 16 10:11:46 +0800 2025,1岁工作22岁退休喜提69万退休金
转移支付就是用在这种地方,其他,m,35,24,182,Wed Jul 16 10:11:41 +0800 2025,1岁工作22岁退休喜提69万退休金
疾控事业编年年找,其他,f,1,101,571,Wed Jul 16 10:11:30 +0800 2025,1岁工作22岁退休喜提69万退休金
流的汗绝对比我🩸还红,其他,m,3,24,48,Wed Jul 16 10:11:18 +0800 2025,1岁工作22岁退休喜提69万退休金
我真的不指望自己能领到退休金了。,其他,f,0,125,118,Wed Jul 16 10:10:49 +0800 2025,1岁工作22岁退休喜提69万退休金
这世界真是颠了,其他,f,3,41,2073,Wed Jul 16 10:10:37 +0800 2025,1岁工作22岁退休喜提69万退休金
这套路马斯克熟,辽宁 大连,m,32,311,951,Wed Jul 16 10:10:35 +0800 2025,1岁工作22岁退休喜提69万退休金
跟美国的社保漏洞一样，居然有300岁的人领养老金,其他,m,27,1214,2863,Wed Jul 16 10:10:28 +0800 2025,1岁工作22岁退休喜提69万退休金
铁饭碗真好,其他,f,43,36,195,Wed Jul 16 10:10:15 +0800 2025,1岁工作22岁退休喜提69万退休金
硕鼠硕鼠，无食我黍,其他,m,198,144,1240,Wed Jul 16 10:10:12 +0800 2025,1岁工作22岁退休喜提69万退休金
还笑对面200岁的,江苏 盐城,m,50,135,39,Wed Jul 16 10:09:40 +0800 2025,1岁工作22岁退休喜提69万退休金
如果你觉得太累了，是因为有人替你享受,浙江 杭州,m,556,464,753,Wed Jul 16 10:09:23 +0800 2025,1岁工作22岁退休喜提69万退休金
这种黑幕都不知道还有多少没被爆出来的,重庆,f,118,1668,418,Wed Jul 16 10:09:21 +0800 2025,1岁工作22岁退休喜提69万退休金
这人不抓起来么,北京 西城区,m,56,261,314,Wed Jul 16 10:08:45 +0800 2025,1岁工作22岁退休喜提69万退休金
“为打工而生”,广东 深圳,f,12,33,89,Wed Jul 16 10:08:43 +0800 2025,1岁工作22岁退休喜提69万退休金
很山西,其他,f,137,445,2496,Wed Jul 16 10:08:24 +0800 2025,1岁工作22岁退休喜提69万退休金
正常,福建 泉州,f,49,42,0,Wed Jul 16 10:08:22 +0800 2025,1岁工作22岁退休喜提69万退休金
@Dodogo_o,四川 成都,f,381,137,0,Wed Jul 16 10:05:44 +0800 2025,1岁工作22岁退休喜提69万退休金
6,海外 拉脱维亚,f,39,259,1221,Wed Jul 16 10:04:04 +0800 2025,1岁工作22岁退休喜提69万退休金
@鸽子潮,湖南,m,471,316,877,Wed Jul 16 10:02:35 +0800 2025,1岁工作22岁退休喜提69万退休金
呵呵,云南,m,566,5373,23564,Wed Jul 16 10:01:37 +0800 2025,1岁工作22岁退休喜提69万退休金
好离谱,山西,f,27,447,138,Wed Jul 16 10:00:52 +0800 2025,1岁工作22岁退休喜提69万退休金
66666好算盘,广东,f,4,1004,1410,Wed Jul 16 10:00:04 +0800 2025,1岁工作22岁退休喜提69万退休金
不止这一个吧？,上海 金山区,f,78,72,68,Wed Jul 16 09:59:56 +0800 2025,1岁工作22岁退休喜提69万退休金
真敢呀？,河南,f,248,1130,11178,Wed Jul 16 09:59:38 +0800 2025,1岁工作22岁退休喜提69万退休金
又是我们,山西 太原,m,221,705,506,Wed Jul 16 09:59:27 +0800 2025,1岁工作22岁退休喜提69万退休金
一个县都敢这样，可想而知,江苏,m,139,116,1294,Wed Jul 16 09:59:25 +0800 2025,1岁工作22岁退休喜提69万退休金
怎么敢的！,四川 成都,m,301,543,1764,Wed Jul 16 09:59:12 +0800 2025,1岁工作22岁退休喜提69万退休金
也没什么处罚,安徽 淮南,m,123,401,4170,Wed Jul 16 09:59:10 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,广东,m,520,888,7434,Wed Jul 16 09:58:50 +0800 2025,1岁工作22岁退休喜提69万退休金
牛逼,其他,m,48,37,397,Wed Jul 16 09:58:23 +0800 2025,1岁工作22岁退休喜提69万退休金
唉,江苏 南京,f,59,97,1487,Wed Jul 16 09:58:03 +0800 2025,1岁工作22岁退休喜提69万退休金
#山西蒲县疾控一职工1岁工作22岁退休# #山西蒲县疾控一职工1岁工作22岁退休# #山西蒲县疾控一职工1岁工作22岁退休#,天津,m,30,100,820,Wed Jul 16 09:57:51 +0800 2025,1岁工作22岁退休喜提69万退休金
这都行,其他,f,4,254,176,Wed Jul 16 09:57:16 +0800 2025,1岁工作22岁退休喜提69万退休金
不懂就问，需要这么多人嘛,河北,f,69,383,560,Wed Jul 16 09:57:01 +0800 2025,1岁工作22岁退休喜提69万退休金
这不是故事？,其他,m,55,429,1366,Wed Jul 16 09:56:58 +0800 2025,1岁工作22岁退休喜提69万退休金
别说全名，连姓都没有,其他,f,400,435,2027,Wed Jul 16 09:56:15 +0800 2025,1岁工作22岁退休喜提69万退休金
山西嘛，正常,陕西 西安,m,92,32,20,Wed Jul 16 09:56:08 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,18,34,66,Wed Jul 16 09:55:30 +0800 2025,1岁工作22岁退休喜提69万退休金
哈哈哈哈,湖南 衡阳,m,7,128,12,Wed Jul 16 09:55:18 +0800 2025,1岁工作22岁退休喜提69万退休金
…,上海,f,214,5130,8943,Wed Jul 16 09:55:13 +0800 2025,1岁工作22岁退休喜提69万退休金
等后续调查结果,其他,f,3,58,130,Wed Jul 16 10:11:27 +0800 2025,1岁工作22岁退休喜提69万退休金
其实没必要报道、弄的好像很奇怪一样,浙江,m,28,27,21,Wed Jul 16 10:10:33 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,40,6,20934,Wed Jul 16 10:01:54 +0800 2025,1岁工作22岁退休喜提69万退休金
追缴并追责,其他,f,8,1,1,Wed Jul 16 09:57:43 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,m,396,4666,21406,Wed Jul 16 09:56:55 +0800 2025,1岁工作22岁退休喜提69万退休金
真的假的,其他,m,755,289,349,Wed Jul 16 10:00:28 +0800 2025,1岁工作22岁退休喜提69万退休金
#山西蒲县疾控一职工1岁工作22岁退休# ？谁给办的能不能给我也办一个#现场直击#,浙江 温州,m,11,34,9,Wed Jul 16 09:58:29 +0800 2025,1岁工作22岁退休喜提69万退休金
叫什么名字？什么职位？怎么不公开？,海外 其他,f,68,225,5881,Wed Jul 16 09:57:08 +0800 2025,1岁工作22岁退休喜提69万退休金
惩罚呢？,湖南,f,343,678,1927,Wed Jul 16 10:12:56 +0800 2025,1岁工作22岁退休喜提69万退休金
严查！,四川 南充,f,69,131,104,Wed Jul 16 10:12:23 +0800 2025,1岁工作22岁退休喜提69万退休金
犯罪了吧,浙江 杭州,f,109,2250,12163,Wed Jul 16 10:12:18 +0800 2025,1岁工作22岁退休喜提69万退休金
应该不止篡改档案吧 某些便利应该孩子还没出生就已经安排进编占领岗位了吧,山东 济南,f,317,259,1295,Wed Jul 16 10:10:46 +0800 2025,1岁工作22岁退休喜提69万退休金
烂透了,其他,m,4347,2410,310,Wed Jul 16 10:10:43 +0800 2025,1岁工作22岁退休喜提69万退休金
驴得水？？？,安徽,m,28,54,30,Wed Jul 16 10:10:30 +0800 2025,1岁工作22岁退休喜提69万退休金
建议：限期自查，有违规主动退还，过期严办入狱。,北京 朝阳区,f,431,1428,13837,Wed Jul 16 10:09:48 +0800 2025,1岁工作22岁退休喜提69万退休金
前段时间说人美国300岁老人呢，看样子也是说人不如人呀。,海外 其他,m,450,436,3669,Wed Jul 16 10:08:39 +0800 2025,1岁工作22岁退休喜提69万退休金
媒体为什么不公布这是什么人,其他,m,47,52,26,Wed Jul 16 09:59:50 +0800 2025,1岁工作22岁退休喜提69万退休金
应该很多这种人吧,其他,f,98,49,1012,Wed Jul 16 09:59:44 +0800 2025,1岁工作22岁退休喜提69万退休金
唐僧肉，是个小鬼就想咬一口，关键还确实能咬上。,山东 潍坊,m,21,406,1095,Wed Jul 16 09:58:53 +0800 2025,1岁工作22岁退休喜提69万退休金
不用坐牢吗？和盗窃有什么区别？,其他,m,14,55,13,Wed Jul 16 09:58:40 +0800 2025,1岁工作22岁退休喜提69万退休金
这不是犯罪吗？涉嫌诈骗，69万，够判刑了。,江苏,m,7,204,102,Wed Jul 16 09:57:59 +0800 2025,1岁工作22岁退休喜提69万退休金
山西特色啊，泥马狗山西真是越来越离谱了,天津,m,16,56,247,Wed Jul 16 09:57:39 +0800 2025,1岁工作22岁退休喜提69万退休金
和美国三百岁老人领养老金有异曲同工之妙🙊,天津,m,149,275,330,Wed Jul 16 09:57:17 +0800 2025,1岁工作22岁退休喜提69万退休金
这人是谁？查不出来吗？,其他,m,12,69,6,Wed Jul 16 09:56:19 +0800 2025,1岁工作22岁退休喜提69万退休金
这他妈比特朗普还离谱,湖南,m,32,93,10,Wed Jul 16 09:56:13 +0800 2025,1岁工作22岁退休喜提69万退休金
纳税人的钱去哪里了,湖南 长沙,f,46,312,1328,Wed Jul 16 09:55:48 +0800 2025,1岁工作22岁退休喜提69万退休金
跟美国差不多嘛，200岁还在领退休金,广东 肇庆,m,787,363,13,Wed Jul 16 09:55:42 +0800 2025,1岁工作22岁退休喜提69万退休金
试问还有多少这样尸位素餐的人？,其他,m,39,84,6367,Fri Jun 27 06:59:27 +0800 2025,1岁工作22岁退休喜提69万退休金
人豺,广东 广州,m,509,139,9432,Fri Jun 27 04:52:41 +0800 2025,1岁工作22岁退休喜提69万退休金
转发微博,其他,f,700,1999,131846,Fri Jun 27 02:12:07 +0800 2025,1岁工作22岁退休喜提69万退休金
不只要带大名，还要带工作单位，看看是哪个系统的关系户啊,湖北,m,543,2001,19989,Tue Jul 15 20:42:11 +0800 2025,1岁工作22岁退休喜提69万退休金
2.8w人偷了5e，这5e还只是400e的零头大头谁吃了,上海,m,159,503,2488,Wed Jul 16 07:10:25 +0800 2025,1岁工作22岁退休喜提69万退休金
我看了一下澎湃上个月末就发了，这种新闻估计很多人都不知道，但是女学生的私事要大张旗鼓满世界宣扬，真无语了,其他,f,402,1080,8487,Tue Jul 15 22:02:46 +0800 2025,1岁工作22岁退休喜提69万退休金
所以是怎么过审的，审核部分和发放部门不追责吗？,上海 浦东新区,f,31457,1000,39313,Tue Jul 15 20:49:55 +0800 2025,1岁工作22岁退休喜提69万退休金
一边不够，一边又狂拿是吧。。。,北京 昌平区,f,204,401,13146,Tue Jul 15 21:44:12 +0800 2025,1岁工作22岁退休喜提69万退休金
这种真正该曝光审判 而且确实违法犯罪的反而没有媒体去实名报道了啊,其他,m,2,118,817,Tue Jul 15 20:40:34 +0800 2025,1岁工作22岁退休喜提69万退休金
热搜在哪里通报在哪里大名在哪里,广东 广州,f,1059,470,3566,Tue Jul 15 21:24:10 +0800 2025,1岁工作22岁退休喜提69万退休金
我也想22岁退休,台湾 台北市,f,386,408,3540,Tue Jul 15 20:42:07 +0800 2025,1岁工作22岁退休喜提69万退休金
400亿，谁偷了我的钱,其他,f,18,175,8173,Tue Jul 15 22:24:57 +0800 2025,1岁工作22岁退休喜提69万退休金
前阵子还笑话老美，,天津,m,228,82,285,Wed Jul 16 08:51:46 +0800 2025,1岁工作22岁退休喜提69万退休金
这难道不是有损国格吗,河南,f,263,1033,6621,Wed Jul 16 07:46:25 +0800 2025,1岁工作22岁退休喜提69万退休金
看到这种新闻就有种冲动会计考公把这些家伙都找到！！！,其他,f,18,644,1856,Wed Jul 16 04:02:30 +0800 2025,1岁工作22岁退休喜提69万退休金
怎么真的有人毕业就退休啊,其他,f,16,417,741,Tue Jul 15 21:00:32 +0800 2025,1岁工作22岁退休喜提69万退休金
